0	0	0
0.2094	0	0
0.4524	0	0
0.5974	0	0
1.4698	0	0
1.6907	0	0
1.7021	0	0
2.7079	0	0
2.8975	1	1
3.0252	1	2
3.3870	1	2
3.4920	1	1
3.6122	0	0
3.9875	0	0
4.2767	0	0
4.3764	0	0
5.5486	0	0
5.8273	0	0
5.8728	0	0
6.1539	0	0
6.6328	0	0
7.6228	0	0
7.7102	0	0
7.8110	0	0
8.0310	0	0
8.2567	0	0
8.3943	0	0
8.7586	0	0
9.1083	0	0
9.5177	1	2
9.6238	1	1
10.0054	1	1
10.2395	0	0
10.3027	1	1
10.4192	0	0
10.5718	0	0
10.7939	0	0
11.0718	0	0
11.2224	0	0
11.3745	1	3
12.2202	1	4
12.4734	1	4
12.5929	1	3
12.8284	1	2
12.8374	1	1
12.9129	0	0
13.4354	0	0
13.7644	0	0
13.9827	0	0
14.1846	0	0
14.3182	0	0
14.6794	0	0
14.8283	1	1
14.8531	0	0
15.1030	0	0
15.3893	0	0
15.5669	0	0
15.7891	0	0
15.9891	0	0
16.5807	0	0
16.6418	0	0
17.1666	0	0
17.3583	0	0
17.5776	0	0
17.6188	0	0
18.0003	0	0
18.2117	0	0
18.2842	0	0
18.6158	1	1
18.7261	0	0
19.5917	0	0
19.8537	0	0
20.1129	1	1
20.1145	0	0
21.1119	0	0
21.5662	0	0
21.5980	0	0
22.2171	0	0
22.3548	0	0
22.7422	0	0
22.7640	0	0
22.9076	0	0
23.0699	0	0
23.2931	0	0
23.3528	0	0
23.5406	0	0
23.6578	0	0
23.8199	0	0
24.0124	0	0
24.4130	0	0
24.5022	0	0
24.6451	1	1
25.0367	1	1
25.3297	1	1
25.4064	0	0
25.5528	0	0
25.9084	0	0
26.7068	0	0
27.1516	0	0
27.2152	1	1
27.4515	1	2
27.8507	1	6
27.8763	1	5
28.2075	1	6
28.2832	1	5
28.3163	1	5
28.3205	1	4
28.3905	1	4
28.4268	1	3
29.0068	1	3
29.0290	1	2
29.0716	1	1
29.1405	0	0
29.3610	0	0
29.6552	0	0
30.1586	0	0
30.4255	1	1
30.4850	1	1
30.6577	0	0
30.9181	0	0
31.6594	0	0
33.0239	0	0
33.0674	0	0
33.9715	0	0
34.0705	0	0
34.2674	0	0
34.3426	0	0
34.5385	0	0
35.0603	0	0
35.1341	0	0
35.3456	0	0
35.6424	0	0
35.6839	1	2
36.0030	1	2
36.0681	1	1
36.1205	0	0
36.2691	1	1
36.6407	1	1
36.7709	1	1
36.9810	1	2
36.9938	1	1
37.0057	0	0
37.1393	0	0
37.3961	0	0
37.7893	0	0
37.8399	0	0
37.8859	0	0
38.1840	1	1
38.3192	0	0
38.3983	0	0
38.6921	0	0
39.4666	1	3
39.9527	1	4
40.0024	1	3
40.0105	1	2
40.0917	1	1
40.1491	0	0
40.5826	0	0
40.8497	0	0
41.2303	0	0
41.2503	0	0
41.6487	0	0
41.8198	0	0
41.9021	0	0
42.2060	0	0
42.3873	0	0
42.9039	0	0
43.0646	0	0
43.3078	0	0
43.4267	0	0
43.5607	0	0
43.9017	0	0
44.0385	0	0
44.8800	0	0
45.4113	0	0
45.6127	0	0
45.6695	0	0
45.9008	1	1
45.9119	0	0
45.9382	0	0
46.1807	1	2
46.2569	1	1
46.2847	0	0
46.3786	0	0
46.9248	1	1
46.9839	1	1
47.0217	0	0
47.5277	0	0
47.6217	0	0
48.3246	0	0
48.4165	0	0
48.4813	0	0
48.6360	0	0
49.9031	0	0
50.1994	0	0
50.8733	0	0
51.2696	0	0
51.7566	0	0
51.9776	0	0
52.9578	0	0
53.2949	1	2
53.3295	1	2
53.4121	1	1
53.5397	0	0
53.7495	0	0
53.8710	0	0
54.1989	0	0
54.2604	0	0
54.5971	1	1
54.6188	0	0
54.9117	0	0
55.3514	0	0
55.5083	0	0
55.7208	0	0
55.7867	0	0
55.9538	1	2
56.1087	1	1
56.1913	0	0
56.6060	0	0
57.0188	0	0
57.2513	0	0
57.3515	0	0
58.0001	0	0
58.2270	0	0
58.6147	0	0
58.8659	0	0
59.0234	0	0
59.1584	0	0
59.5966	0	0
60.1460	0	0
60.1969	0	0
61.2327	0	0
61.3534	0	0
61.6352	0	0
61.9245	0	0
62.4625	0	0
62.6323	0	0
62.7378	0	0
63.0715	0	0
63.2826	1	2
63.7379	1	2
63.7809	1	1
63.8339	0	0
63.9262	0	0
64.0898	0	0
64.6683	0	0
66.9212	0	0
67.1226	0	0
67.4613	0	0
68.0061	0	0
68.1905	0	0
68.2033	0	0
68.5517	1	3
68.7060	1	2
68.9705	1	3
68.9744	1	2
69.3584	1	2
69.4247	1	1
69.4596	1	1
69.5807	0	0
70.8901	0	0
71.3089	1	1
71.4021	0	0
71.5241	0	0
71.7639	0	0
71.8678	0	0
71.9657	0	0
72.0335	0	0
72.1554	0	0
72.6710	0	0
73.0262	1	1
73.0406	0	0
73.5022	0	0
73.9299	1	1
74.0228	0	0
74.1108	0	0
74.2887	1	1
74.3892	1	1
74.7203	1	2
74.9115	1	2
74.9804	1	1
75.0027	0	0
75.3742	0	0
75.6365	0	0
75.7521	0	0
76.4953	0	0
77.2724	0	0
77.4685	1	2
77.6124	1	2
77.6756	1	3
77.7639	1	2
78.1531	1	3
78.3723	1	3
78.4979	1	3
78.7769	1	2
78.7792	1	1
79.1005	0	0
79.4676	0	0
79.7905	0	0
80.2362	0	0
80.3620	0	0
80.6523	0	0
80.9308	0	0
81.1403	0	0
81.3422	0	0
81.4110	0	0
81.8015	0	0
83.0950	0	0
83.2563	0	0
83.3608	1	1
